OBJECTID,COD_VOLCAD,A├æO,FECHA,EVENTO_SIR,COD_SIGAU,COD_ESPEC,NOMBRE_COM,DAP,H,DC,AC,AI,PPT,VV,EM_COD,ESPACIO,LOC_COD,LOC_NOM,BARRIO,X,Y,mes,nombre_mes
604,V604,2015,2015-03-04,2926137,01010204000226,24,"Urapan, fresno",0.2,4.0,7.6,11.45817533,1,3.0,2.6,L2,NO REGISTRA,1,USAQUEN,URBANIZACION LOS MOLINOS,-74.048027253,4.690537045,3.0,March
605,V605,2015,2015-03-04,2926137,01010205000226,145,Algodoncillo,0.97,14.0,10.2,6.28970632,47,3.0,2.6,L2,NO REGISTRA,1,USAQUEN,URBANIZACION LOS MOLINOS,-74.047051774,4.690134497,3.0,March
606,V606,2015,2015-03-07,2932438,01011701000308,36,"Caucho de la india, caucho",0.67,6.0,3.4,6.49857688,17,3.6,4.2,SIN INFORMACION,NO REGISTRA,1,USAQUEN,URBANIZACION CONTADOR,-74.041282518,4.722801171,3.0,March
607,V607,2015,2015-03-11,2943238,09013103000199,94,Sauco,0.61,6.0,7.0,2.12728803,5,0.3,3.3,U13,NO REGISTRA,9,FONTIBON,URBANIZACION MODELIA,-74.118001242,4.666944636,3.0,March
608,V608,2015,2015-03-13,2947638,NO REGISTRA,27,Acacia de jardin,0.0,0.0,0.0,0.0,0,2.8,3.2,U14,NO REGISTRA,1,USAQUEN,PORTALES DEL COUNTRY,-74.047120786,4.716170848,3.0,March
609,V609,2015,2015-03-14,2950311,13010904000536,28,"Acacia baracatinga, acacia sabanera, acacia nigra",0.0,9.62696572,0.0,0.0,0,4.6,3.9,L3,NO REGISTRA,13,TEUSAQUILLO,LA ESMERALDA,-74.089066623,4.646533093,3.0,March
610,V610,2015,2015-03-14,2951145,19010603000061,36,"Caucho de la india, caucho",0.0,9.73131579,0.0,0.0,0,0.7,2.8,U14,NO REGISTRA,19,CIUDAD BOLIVAR,DESARROLLO LA ESTRELLA DEL SUR,-74.146419295,4.54410883,3.0,March
611,V611,2015,2015-03-16,2956602,10010405000189,28,"Acacia baracatinga, acacia sabanera, acacia nigra",1.54,6.05366213,7.2,3.74136895,3,2.9,3.0,L3,NO REGISTRA,10,ENGATIVA,SAN MARCOS,-74.108215034,4.687198731,3.0,March
612,V612,2015,2015-03-17,2957897,13020101000002,49,Sauce lloron,0.0,6.6790989,0.0,0.0,0,6.4,3.2,U13,NO REGISTRA,13,TEUSAQUILLO,CONJUNTO RESIDENCIAL CAMA VIEJA,-74.094040173,4.635445077,3.0,March
613,V613,2015,2015-03-17,2958489,10011802000367,42,Eugenia,0.3,3.57017213,2.3,1.88643096,0,2.7,2.9,L3,NO REGISTRA,10,ENGATIVA,VILLAS DE GRANADA,-74.120818204,4.717670903,3.0,March
614,V614,2015,2015-03-18,2960944,09011602000188,13,Eucalipto comun,1.56,31.30237631,9.8,15.03433364,5,6.1,2.5,P1,NO REGISTRA,9,FONTIBON,URBANIZACION LA ESTANCIA,-74.163067576,4.682913644,3.0,March
615,V615,2015,2015-03-18,2961501,11010901001082,265,Pajarito,0.63,3.10397327,5.0,1.48789593,0,10.7,2.8,U11,NO REGISTRA,11,SUBA,SAN JOSE DEL PRADO,-74.052414946,4.720444098,3.0,March
616,V616,2015,2015-03-21,2968096,01010405000019,79,"Chicala, chirlobirlo, flor amarillo",1.01,5.86896567,7.8,3.59426042,14,0.9,4.4,U13,NO REGISTRA,1,USAQUEN,URBANIZACION SANTA PAULA,-74.041707145,4.692735837,3.0,March
617,V617,2015,2015-03-22,NO REGISTRA,07011801000881,118,Acacia morada,0.0,1.15,0.4,0.75,0,0.0,3.4,U10,NO REGISTRA,7,BOSA,SANTIAGO DE LAS ATALAYAS,-74.197733864,4.638792317,3.0,March
618,V618,2015,2015-03-22,2970983,16020202000029,3,"Cipres, Pino cipres, Pino",0.0,3.94222525,0.0,0.0,0,2.3,3.8,U13,NO REGISTRA,16,PUENTE ARANDA,CAMELIA SUR,-74.12209878,4.613964817,3.0,March
619,V619,2015,2015-03-22,2971207,10011104000951,60,Jazmin de la china,0.49,6.42376757,5.1,4.72895006,1,0.8,3.3,U13,NO REGISTRA,10,ENGATIVA,BOCHICA III,-74.108307269,4.714363604,3.0,March
620,V620,2015,2015-03-23,2973672,11010103001230,28,"Acacia baracatinga, acacia sabanera, acacia nigra",0.0,4.87833,3.3,3.81915281,0,4.0,3.9,SIN INFORMACION,NO REGISTRA,11,SUBA,PREDIO CERAMICAS CAPITALINA LTDA,-74.081188186,4.694309365,3.0,March
621,V621,2015,2015-03-24,2975615,01012604000082,5,Pino patula,1.6,14.50731293,4.3,11.03423788,2,0.9,2.8,L2,NO REGISTRA,1,USAQUEN,URBANIZACIONES LOS BALCONES DE ORIENTE,-74.034918365,4.74030719,3.0,March
622,V622,2015,2015-03-26,2971373,15010301000399,26,"Acacia negra, gris",0.0,11.067993,0.0,0.0,0,4.2,3.4,SIN INFORMACION,NO REGISTRA,15,ANTONIO NARI├ö├Â┬úÔö£┬¬O,URBANIZACION LA FRAGUITA,-74.100915126,4.593375561,3.0,March
623,V623,2015,2015-03-30,2988644,09013802000071,26,"Acacia negra, gris",1.06,11.11673862,9.7,9.43917732,10,8.5,2.6,U1,NO REGISTRA,9,FONTIBON,DESARROLLO LA PALESTINA,-74.146944831,4.682793251,3.0,March
624,V624,2015,2015-03-30,2988684,09011704000187,69,Sietecueros real,0.75,4.10754,5.2,1.59001559,49,7.4,2.7,SIN INFORMACION,NO REGISTRA,9,FONTIBON,URBANIZACION LA ALDEA,-74.151317163,4.689148609,3.0,March
625,V625,2015,2015-03-31,NO REGISTRA,16021603000102,37,Caucho sabanero,0.96,13.0,0.0,0.0,0,8.4,3.3,L3,NO REGISTRA,16,PUENTE ARANDA,URBANIZACION MUZU I ETAPA (OSPINA PEREZ),-74.128767961,4.600394745,3.0,March
626,V626,2015,2015-03-31,2989765,12010701000155,36,"Caucho de la india, caucho",0.64,8.0,0.0,0.0,0,0.0,3.6,H4,NO REGISTRA,12,BARRIOS UNIDOS,BARRIO DOCE DE OCTUBRE,-74.076182049,4.671629758,3.0,March
627,V627,2015,2015-03-31,2989765,12010701000007,94,Sauco,0.28,4.22343455,0.0,0.0,0,0.0,3.6,H4,NO REGISTRA,12,BARRIOS UNIDOS,BARRIO DOCE DE OCTUBRE,-74.076249559,4.671511294,3.0,March
628,V628,2015,2015-04-01,2990848,11010404000934,26,"Acacia negra, gris",1.01,10.9928789,10.1,9.15218151,2,0.6,3.5,H4,NO REGISTRA,11,SUBA,URBANIZACION EL BATAN,-74.059582443,4.707596347,4.0,April
629,V629,2015,2015-04-01,2992331,15010201000027,28,"Acacia baracatinga, acacia sabanera, acacia nigra",0.86,6.86331689,0.0,0.0,0,0.3,2.6,L3,NO REGISTRA,15,ANTONIO NARI├ö├Â┬úÔö£┬¬O,DESARROLLO EL RESTREPO,-74.103065503,4.583060564,4.0,April
630,V630,2015,2015-04-01,2992629,01012002000116,118,Acacia morada,0.62,10.0,4.9,2.41428613,0,0.6,3.6,SIN INFORMACION,NO REGISTRA,1,USAQUEN,DESARROLLO URBANISTICO EL NARANSAL,-74.046930353,4.729911336,4.0,April
631,V631,2015,2015-04-06,NO REGISTRA,NO REGISTRA,4,Pino candelabro,0.29,5.0,0.0,0.0,0,1.9,4.5,L3,NO REGISTRA,11,SUBA,PUENTE LARGO,-74.06518071,4.696519281,4.0,April
632,V632,2015,2015-04-06,3000325,01020905000150,118,Acacia morada,0.27,6.0,10.2,8.0528098,11,2.0,2.8,L3,NO REGISTRA,1,USAQUEN,SANTA BARBARA CENTRAL VIII SECTOR,-74.034571155,4.701174505,4.0,April
633,V633,2015,2015-04-06,3000325,01020905000154,118,Acacia morada,0.33,7.0,10.8,6.69306481,2,2.0,2.8,L3,NO REGISTRA,1,USAQUEN,SANTA BARBARA CENTRAL VIII SECTOR,-74.034391376,4.700968547,4.0,April
634,V634,2015,2015-04-07,3001590,02010301000144,15,Eucalipto plateado,0.63,9.0,12.1,7.54,9,1.7,2.5,SIN INFORMACION,NO REGISTRA,2,CHAPINERO,BARRIO QUINTA CAMACHO,-74.062959336,4.65420663,4.0,April
635,V635,2015,2015-04-07,3002093,08011504000049,37,Caucho sabanero,0.2,5.0,6.5,4.51504279,0,0.8,4.8,U4,NO REGISTRA,8,KENNEDY,GRAN BRITALIA,-74.17195377,4.623721325,4.0,April
636,V636,2015,2015-04-07,3002438,NO REGISTRA,3,"Cipres, Pino cipres, Pino",0.26,9.0,0.0,0.0,0,1.6,3.3,L3,NO REGISTRA,2,CHAPINERO,URBANIZACION ANTIGUO COUNTRY CLUB,-74.057718149,4.669751156,4.0,April
637,V637,2015,2015-04-12,3013029,01021302000092,94,Sauco,1.03,11.0,4.7,3.14048939,2,3.3,2.1,U13,NO REGISTRA,1,USAQUEN,URBANIZACION GINEBRA,-74.031137126,4.706904503,4.0,April
638,V638,2015,2015-04-13,3014425,13020604000236,14,Eucalipto pomarroso,0.79,6.0,0.0,0.0,0,7.7,4.0,U7,NO REGISTRA,13,TEUSAQUILLO,UNIVERSIDAD NACIONAL DE COLOMBIA,-74.08282018,4.643994334,4.0,April
639,V639,2015,2015-04-15,3020867,11011001001460,25,Acacia japonesa,0.35,7.0,8.0,9.28435447,15,4.6,3.2,U10,NO REGISTRA,11,SUBA,URBANIZACION  IBERIA SECTOR III,-74.063570867,4.716868903,4.0,April
640,V640,2015,2015-04-15,3021113,10011402000214,118,Acacia morada,0.77,25.0,4.0,2.68704825,0,2.8,3.2,U3,NO REGISTRA,10,ENGATIVA,BOCHICA,-74.109048632,4.716226753,4.0,April
641,V641,2015,2015-04-16,3022018,10011202000098,125,Caucho benjamin,0.8,25.0,5.7,2.99484544,0,1.5,3.4,SIN INFORMACION,NO REGISTRA,10,ENGATIVA,VILLAS DEL MADRIGAL,-74.113531204,4.707593776,4.0,April
642,V642,2015,2015-04-17,3024638,07010901000008,26,"Acacia negra, gris",0.4,17.0,6.4,7.54006255,12,14.6,3.6,L3,NO REGISTRA,7,BOSA,URBANIZACION HUMBERTO VALENCIA,-74.195092035,4.610558078,4.0,April
643,V643,2015,2015-04-17,3025835,NO REGISTRA,79,"Chicala, chirlobirlo, flor amarillo",0.42,15.0,0.0,0.0,0,0.5,3.2,L3,NO REGISTRA,11,SUBA,PARCELACION LA FLORIDA,-74.053564929,4.752029788,4.0,April
644,V644,2015,2015-04-18,3027760,16020403000159,36,"Caucho de la india, caucho",0.15,22.0,0.0,0.0,0,6.5,4.6,L3,NO REGISTRA,16,PUENTE ARANDA,URBANIZACION VERAGUAS,-74.112617923,4.609870397,4.0,April
645,V645,2015,2015-04-19,3029930,NO REGISTRA,94,Sauco,0.4,10.0,0.0,0.0,0,1.8,3.4,U4,NO REGISTRA,17,CANDELARIA,BARRIO EGIPTO,-74.07214189,4.592328994,4.0,April
646,V646,2015,2015-04-19,NO REGISTRA,11010401001298,5,Pino patula,0.38,17.0,12.0,14.87575007,6,2.0,4.2,L3,NO REGISTRA,11,SUBA,CONJUNTO ALHAMBRA SECTOR SUR ORIENTAL COLPATRIA,-74.063744397,4.698050462,4.0,April
647,V647,2015,2015-04-20,NO REGISTRA,10011502000159,26,"Acacia negra, gris",0.12,4.0,15.7,8.54268926,3,0.1,4.0,L3,NO REGISTRA,10,ENGATIVA,CIUDADELA COLSUBSIDIO,-74.11182699,4.722267794,4.0,April
648,V648,2015,2015-04-22,3036688,NO REGISTRA,42,Eugenia,0.29,4.0,0.0,0.0,0,9.7,3.8,L3,NO REGISTRA,11,SUBA,VILLA DEL PRADO,-74.050945049,4.755616028,4.0,April
649,V649,2015,2015-04-22,3036688,11012701001101,79,"Chicala, chirlobirlo, flor amarillo",0.2,5.0,11.21,6.42012047,6,10.1,3.9,L3,NO REGISTRA,11,SUBA,VILLA DEL PRADO,-74.055760225,4.755781703,4.0,April
650,V650,2015,2015-04-23,3036971,11011202000008,36,"Caucho de la india, caucho",0.36,6.0,4.7,5.22685859,1,1.2,5.3,L3,NO REGISTRA,11,SUBA,URBANIZACION LA TRINITARIA,-74.092656574,4.73886477,4.0,April
651,V651,2015,2015-04-25,3042919,11010305001275,13,Eucalipto comun,0.35,9.0,4.0,1.82988629,3,1.3,3.4,U13,NO REGISTRA,11,SUBA,URBANIZACION EL ESTORIL,-74.059371762,4.694796412,4.0,April
652,V652,2015,2015-04-25,3042919,11010305001269,5,Pino patula,0.21,5.0,5.0,4.85838315,6,1.3,3.4,SIN INFORMACION,NO REGISTRA,11,SUBA,URBANIZACION EL ESTORIL,-74.059344569,4.69495138,4.0,April
653,V653,2015,2015-04-26,3044816,10011502000068,26,"Acacia negra, gris",0.25,5.0,14.5,6.72474608,4,5.9,3.2,L3,NO REGISTRA,10,ENGATIVA,CIUDADELA COLSUBSIDIO,-74.111801479,4.722036672,4.0,April
654,V654,2015,2015-04-27,3046558,NO REGISTRA,13,Eucalipto comun,0.69,7.0,0.0,0.0,0,7.8,2.5,L3,NO REGISTRA,1,USAQUEN,VILLA NUEVA URBANIZACION (TAFUR MORALES II ETAPA),-74.029317895,4.736157177,4.0,April
655,V655,2015,2015-04-30,3054279,11012701000335,94,Sauco,1.04,12.0,5.62,2.67949192,6,3.1,2.7,P1,NO REGISTRA,11,SUBA,VILLA DEL PRADO,-74.056764993,4.754112652,4.0,April
656,V656,2015,2015-05-01,3055338,11012405000997,28,"Acacia baracatinga, acacia sabanera, acacia nigra",1.51,7.0,9.8,7.02661781,1,3.9,2.5,U4,NO REGISTRA,11,SUBA,URBANIZACION MAZUREN I SECTOR,-74.049223481,4.735879623,5.0,May
657,V657,2015,2015-05-01,3055338,11012405000993,28,"Acacia baracatinga, acacia sabanera, acacia nigra",0.6,5.81505326,7.3,3.60219533,3,3.9,2.5,U4,NO REGISTRA,11,SUBA,URBANIZACION MAZUREN I SECTOR,-74.04921382,4.735829732,5.0,May
658,V658,2015,2015-05-03,3056970,01013903000509,25,Acacia japonesa,2.32,16.0,5.7,13.05298997,7,2.5,1.7,U4,NO REGISTRA,11,SUBA,CLERIGOS DE SAN VIATOR,-74.040353619,4.788918595,5.0,May
659,V659,2015,2015-05-03,3056970,01013903000510,25,Acacia japonesa,0.85,10.0,7.8,10.47892342,6,2.5,1.7,U4,NO REGISTRA,11,SUBA,CLERIGOS DE SAN VIATOR,-74.040354178,4.788915766,5.0,May
660,V660,2015,2015-05-03,3059725,13020703000159,94,Sauco,0.4,4.0,0.0,0.0,0,2.3,2.5,U13,NO REGISTRA,13,TEUSAQUILLO,URBANIZACION LA SOLEDAD,-74.073713494,4.631040012,5.0,May
661,V661,2015,2015-05-04,3062566,NO REGISTRA,36,"Caucho de la india, caucho",1.42,10.0,0.0,0.0,0,1.2,2.9,U13,NO REGISTRA,16,PUENTE ARANDA,URBANIZACION SAN EUSEBIO,-74.123266384,4.607014163,5.0,May
662,V662,2015,2015-05-09,3073586,09012601000026,118,Acacia morada,0.86,9.0,3.0,2.46132913,0,0.2,2.9,U13,NO REGISTRA,9,FONTIBON,URBANIZACION TARRAGONA,-74.115166006,4.664123336,5.0,May
663,V663,2015,2015-05-13,3082917,10012101001749,49,Sauce lloron,0.22,4.0,10.5,6.94334897,9,1.5,3.1,H5,NO REGISTRA,10,ENGATIVA,TORQUIGUA,-74.142483749,4.721891533,5.0,May
664,V664,2015,2015-05-13,3082958,01011603000165,42,Eugenia,0.56,12.0,2.9,3.49542634,0,6.2,3.3,U13,NO REGISTRA,1,USAQUEN,URBANIZACION AUTOPISTA NORTE II SECTOR,-74.047743926,4.724512083,5.0,May
665,V665,2015,2015-05-21,NO REGISTRA,11012004000376,25,Acacia japonesa,1.05,8.0,8.2,2.85269939,14,0.5,4.9,SIN INFORMACION,NO REGISTRA,11,SUBA,URBANIZACION LA NAVETA,-74.090902037,4.74412476,5.0,May
666,V666,2015,2015-05-26,NO REGISTRA,01021503000144,37,Caucho sabanero,0.72,6.0,3.43,4.1037533,12,0.6,4.7,U4,NO REGISTRA,1,USAQUEN,CONTADOR,-74.02885683,4.714416757,5.0,May
667,V667,2015,2015-05-27,3114446,01022601000064,40,Durazno comun,0.87,9.0,2.0,1.81921622,0,1.5,2.8,U11,NO REGISTRA,1,USAQUEN,AGRUPACION DE VIVIENDA EL CONSUELO,-74.02797971,4.732466782,5.0,May
668,V668,2015,2015-05-27,3114466,03010602000080,24,"Urapan, fresno",2.13,10.0,6.9,7.40678919,3,0.7,3.9,U14,NO REGISTRA,3,SANTA FE,CONJUNTO RESIDENCIAL EL PARQUE,-74.067287873,4.613627633,5.0,May
669,V669,2015,2015-06-02,3128208,01011203000053,15,Eucalipto plateado,1.94,13.81836486,9.1,10.82766135,12,2.6,3.4,U10,NO REGISTRA,1,USAQUEN,CONJUNTO RESIDENCIAL RECODO DEL COUNTRY,-74.033894499,4.707925407,6.0,June
670,V670,2015,2015-06-03,3130346,01020802000108,37,Caucho sabanero,0.94,11.0,2.6,2.96051321,0,2.2,3.1,L3,NO REGISTRA,1,USAQUEN,SANTA BARBARA CENTRAL IV SECTOR,-74.034060872,4.69908593,6.0,June
671,V671,2015,2015-06-06,3139388,01013005000061,106,NN,0.96,12.0,2.4,1.38006976,6,2.5,3.8,U4,NO REGISTRA,1,USAQUEN,VILLAS DE ARANJUEZ,-74.032631137,4.748275187,6.0,June
672,V672,2015,2015-06-16,3158895,NO REGISTRA,26,"Acacia negra, gris",1.36,14.0,0.0,0.0,0,1.3,3.3,P1,NO REGISTRA,11,SUBA,CERROS DE LOS LAGARTOS,-74.07981394,4.710789483,6.0,June
673,V673,2015,2015-06-16,3158997,02020101000479,24,"Urapan, fresno",1.12,12.0,8.9,9.07742526,5,1.0,1.9,U14,NO REGISTRA,2,CHAPINERO,UNIVERSIDAD JAVERIANA,-74.065108336,4.628228596,6.0,June
674,V674,2015,2015-06-17,3161042,10010104000099,24,"Urapan, fresno",1.32,11.0,6.0,7.07077631,6,1.5,3.0,U13,NO REGISTRA,10,ENGATIVA,NORMANDIA I SECTOR,-74.10927594,4.665039845,6.0,June
675,V675,2015,2015-06-17,3161404,02010101000120,118,Acacia morada,0.78,8.0,5.0,3.12,0,2.2,2.3,U11,NO REGISTRA,2,CHAPINERO,BARRIO SUCRE,-74.065963861,4.628128238,6.0,June
676,V676,2015,2015-06-17,3161156,NO REGISTRA,26,"Acacia negra, gris",0.86,12.0,0.0,0.0,0,2.3,2.9,U13,NO REGISTRA,17,CANDELARIA,UNIVERSIDAD EXTERNADO DE COLOMBIA,-74.064907027,4.600091144,6.0,June
677,V677,2015,2015-06-17,3161156,NO REGISTRA,25,Acacia japonesa,0.63,6.0,0.0,0.0,0,2.3,2.9,U13,NO REGISTRA,17,CANDELARIA,UNIVERSIDAD EXTERNADO DE COLOMBIA,-74.064907027,4.600091144,6.0,June
678,V678,2015,2015-06-17,3161747,09013601000121,32,"Aliso, fresno, chaquiro",0.25,4.0,3.8,4.13268431,12,1.2,3.1,P1,NO REGISTRA,9,FONTIBON,MUELLE INDUSTRIAL II ETAPA,-74.131100753,4.683509829,6.0,June
679,V679,2015,2015-06-18,NO REGISTRA,11012201000129,61,"Jazmin del cabo, laurel huesito",0.42,4.0,7.8,4.8438224,5,3.9,3.6,P1,NO REGISTRA,11,SUBA,AGRUPACION DE VIVIENDA LAS TERRAZAS,-74.079199497,4.736028268,6.0,June
680,V680,2015,2015-06-20,3168065,10011404000622,4,Pino candelabro,0.16,17.53069038,11.5,14.00415076,4,4.4,3.6,H4,NO REGISTRA,10,ENGATIVA,BOLIVIA,-74.112203099,4.719992417,6.0,June
681,V681,2015,2015-06-22,3171894,13010203000190,25,Acacia japonesa,0.53,5.0,0.0,0.0,0,3.6,3.6,U6,NO REGISTRA,13,TEUSAQUILLO,CIUDAD SALITRE SPMZ IV - 1-2-4-5-7-8,-74.104148977,4.646728484,6.0,June
682,V682,2015,2015-06-23,3173951,01020404000283,61,"Jazmin del cabo, laurel huesito",0.54,5.0,3.1,2.76481571,6,0.0,2.9,SIN INFORMACION,NO REGISTRA,1,USAQUEN,CENTRO EMPRESARIAL SANTA BARBARA,-74.033914299,4.692065656,6.0,June
683,V683,2015,2015-06-24,3177579,10010705000374,125,Caucho benjamin,0.26,7.0,2.0,2.19164599,3,2.2,3.6,U11,NO REGISTRA,10,ENGATIVA,BARRIO LOS ALAMOS,-74.111165912,4.696541611,6.0,June
684,V684,2015,2015-06-25,3179000,03020601000406,94,Sauco,1.32,6.0,5.2,1.90352732,52,26.3,4.1,P1,NO REGISTRA,3,SANTA FE,DESARROLLO LOS LACHES,-74.067397516,4.582687573,6.0,June
685,V685,2015,2015-06-25,3179000,03020601000413,336,Cerezo,0.8,10.0,6.1,3.77298157,13,26.3,4.1,P1,NO REGISTRA,3,SANTA FE,DESARROLLO LOS LACHES,-74.067385345,4.582688448,6.0,June
686,V686,2015,2015-06-25,3179000,03020601000405,3,"Cipres, Pino cipres, Pino",0.68,5.0,2.35,7.56138106,4,26.3,4.1,SIN INFORMACION,NO REGISTRA,3,SANTA FE,DESARROLLO LOS LACHES,-74.067358762,4.582614746,6.0,June
687,V687,2015,2015-06-25,3179074,16011404000292,26,"Acacia negra, gris",1.0,8.0,0.0,0.0,0,8.1,3.6,H4,NO REGISTRA,16,PUENTE ARANDA,PARQUE RESIDENCIAL NAVARRA,-74.110762364,4.612142096,6.0,June
688,V688,2015,2015-06-25,3179095,15010104000030,0,Abutilon,0.76,9.0,0.0,0.0,0,13.6,4.0,H4,NO REGISTRA,15,ANTONIO NARI├ö├Â┬úÔö£┬¬O,CIUDAD JARDIN URBANIZACION,-74.095351017,4.584825126,6.0,June
689,V689,2015,2015-06-25,3179129,03010503000445,101,Alamo de lombardia,1.04,10.0,8.3,5.14312507,13,12.3,2.4,U11,NO REGISTRA,3,SANTA FE,URBANIZACION SAN DIEGO,-74.066741485,4.610080491,6.0,June
690,V690,2015,2015-06-25,3179394,NO REGISTRA,26,"Acacia negra, gris",0.84,13.0,0.0,0.0,0,19.0,4.7,U14,NO REGISTRA,4,SAN CRISTOBAL,URBANIZACION SANTA ANA,-74.082580451,4.574070247,6.0,June
691,V691,2015,2015-06-25,3179377Ôö¼├í,13020504000039,20,"Palma yuca, palmiche",1.34,14.0,0.0,0.0,0,8.9,1.8,L2,NO REGISTRA,13,TEUSAQUILLO,TEUSAQUILLO,-74.071396458,4.623406322,6.0,June
692,V692,2015,2015-06-26,NO REGISTRA,11010602000316,13,Eucalipto comun,0.71,9.0,12.0,13.61724253,1,0.0,4.6,SIN INFORMACION,NO REGISTRA,11,SUBA,AGRUPACION DE VIVIENDA EL BALCON DE LINDARAJA,-74.07935779,4.716188286,6.0,June
693,V693,2015,2015-06-26,NO REGISTRA,11010603004963,37,Caucho sabanero,1.13,13.0,8.4,8.16189577,7,0.0,4.6,U13,NO REGISTRA,11,SUBA,AGRUPACION DE VIVIENDA EL BALCON DE LINDARAJA,-74.079250508,4.717312953,6.0,June
694,V694,2015,2015-06-26,3181020,11012603001295,118,Acacia morada,0.9,8.0,0.0,0.0,0,0.0,3.7,U11,NO REGISTRA,11,SUBA,URBANIZACION PARQUE PIJAO,-74.064011237,4.753367451,6.0,June
695,V695,2015,2015-06-27,3182777,NO REGISTRA,26,"Acacia negra, gris",0.56,6.0,0.0,0.0,0,8.9,3.1,U13,NO REGISTRA,5,USME,PIEDRA HERRADA,-74.10462669,4.491445987,6.0,June
696,V696,2015,2015-06-27,3182776,NO REGISTRA,13,Eucalipto comun,0.2,7.0,0.0,0.0,0,2.5,2.0,U13,NO REGISTRA,2,CHAPINERO,UNIVERSIDAD JAVERIANA,-74.063994444,4.626259839,6.0,June
697,V697,2015,2015-06-27,3182873,04010701000244,26,"Acacia negra, gris",0.14,5.0,13.2,8.52871836,4,10.3,3.6,U10,NO REGISTRA,4,SAN CRISTOBAL,URBANIZACION SANTA ANA,-74.082396098,4.574067146,6.0,June
698,V698,2015,2015-06-27,3182941,18010103000316,26,"Acacia negra, gris",0.36,9.0,0.0,0.0,0,3.8,3.1,U10,NO REGISTRA,18,RAFAEL URIBE URIBE,DESARROLLO DIANA TURBAY,-74.106249549,4.54569327,6.0,June
699,V699,2015,2015-06-27,3183154,04010203000113,119,Acacia,0.52,9.0,10.4,9.79447675,2,6.6,3.2,H2,NO REGISTRA,4,SAN CRISTOBAL,URBANIZACION NUEVA GLORIA,-74.091865182,4.543353426,6.0,June
700,V700,2015,2015-06-27,3183179,10011301000185,26,"Acacia negra, gris",2.3,9.0,6.7,5.7394253,2,0.0,3.8,SIN INFORMACION,NO REGISTRA,10,ENGATIVA,EL PIREO,-74.120175003,4.706730866,6.0,June
701,V701,2015,2015-06-27,3183179,NO REGISTRA,94,Sauco,1.7,8.0,0.0,0.0,0,0.0,3.8,P1,NO REGISTRA,10,ENGATIVA,EL PIREO,-74.11977681,4.706831727,6.0,June
702,V702,2015,2015-06-27,3183179,NO REGISTRA,94,Sauco,0.49,10.0,0.0,0.0,0,0.0,3.8,P1,NO REGISTRA,10,ENGATIVA,EL PIREO,-74.11977681,4.706831727,6.0,June
703,V703,2015,2015-06-27,3183731,13020302000137,37,Caucho sabanero,1.53,16.0,0.0,0.0,0,5.1,2.6,P1,NO REGISTRA,13,TEUSAQUILLO,EL EJIDO SECTOR NORTE,-74.084052923,4.625048788,6.0,June
704,V704,2015,2015-06-28,3183978,01010702000070,46,"Liquidambar, estoraque",0.81,6.0,3.9,3.94834055,3,0.5,3.0,U11,NO REGISTRA,1,USAQUEN,NUEVA URBANIZACION SANTA BARABRA II SECTOR II ETAP,-74.049526747,4.70023616,6.0,June
705,V705,2015,2015-06-28,3184894,NO REGISTRA,26,"Acacia negra, gris",1.0,8.0,0.0,0.0,0,12.8,2.7,P1,NO REGISTRA,4,SAN CRISTOBAL,CIUDADELA PARQUE  DE LA ROCA,-74.077008502,4.577763745,6.0,June
706,V706,2015,2015-06-28,3185527,02010103000122,118,Acacia morada,0.86,9.0,7.2,4.77,14,1.7,2.4,U11,NO REGISTRA,2,CHAPINERO,BARRIO MARLY,-74.067100674,4.634342498,6.0,June
707,V707,2015,2015-06-29,3186401,NO REGISTRA,27,Acacia de jardin,0.74,10.0,0.0,0.0,0,8.7,2.5,U11,NO REGISTRA,1,USAQUEN,CUNJUNTO RESIDENCIAL SABANA LARGA,-74.044305868,4.705173699,6.0,June
708,V708,2015,2015-06-30,3188131,05010703000318,25,Acacia japonesa,0.89,10.0,6.5,2.56863832,15,1.1,2.4,U4,NO REGISTRA,5,USME,URBANIZACION EL VIRREY,-74.114335237,4.505827994,6.0,June
709,V709,2015,2015-07-03,3193706,09013804000076,26,"Acacia negra, gris",0.72,4.0,9.8,9.54248318,4,0.9,2.7,P1,NO REGISTRA,9,FONTIBON,URBANIZACION EL TRIUNFO,-74.139888909,4.686116471,7.0,July
710,V710,2015,2015-07-03,3193706,09013804000075,26,"Acacia negra, gris",0.42,7.0,10.0,10.1055723,6,0.9,2.7,SIN INFORMACION,NO REGISTRA,9,FONTIBON,URBANIZACION EL TRIUNFO,-74.139823249,4.686071887,7.0,July
711,V711,2015,2015-07-03,3194309,05010202000170,13,Eucalipto comun,1.13,7.0,7.0,8.25528081,6,0.2,3.8,U10,NO REGISTRA,5,USME,VILLA ANITA SUR,-74.117801474,4.490838055,7.0,July
712,V712,2015,2015-07-04,3195989,11010804000268,44,Guayacan de manizales,0.84,10.0,6.5,3.65961123,4,5.3,4.2,P1,NO REGISTRA,11,SUBA,CONUNTO RESIDENCIAL ATABANZA,-74.056915001,4.708162295,7.0,July
713,V713,2015,2015-07-06,3199758,03020301000067,37,Caucho sabanero,1.02,8.0,5.84,4.7001867,11,2.0,3.0,U11,NO REGISTRA,3,SANTA FE,BARRIO LA CAPUCHINA,-74.075416522,4.607742264,7.0,July
